Type,m2_size,floor,maxfloor,metro,distance,district,applicant,price,string
Квартира-студия,28,18,20,Звёздная ,6–10,nan,Агентство,22000,nan
1-к. квартира,51,8,9,Площадь А Невского I ,11–15,nan,Агентство,85000,nan
1-к. квартира,33.7,2,17,nan,nan,пос. Шушары,Агентство,22000,nan
1-к. квартира,47,12,25,Беговая ,11–15,nan,Агентство,50000,nan
2-к. квартира,56,14,17,Лесная ,16–20,nan,Агентство,45000,nan
2-к. квартира,43,3,5,Электросила ,16–20,nan,Агентство,35000,nan
4-к. квартира,160,7,8,Чкаловская ,11–15,nan,Агентство,130000,nan
1-к. квартира,30,2,5,Лиговский проспект ,5,nan,Агентство,42000,nan
Квартира-студия,21,4,8,Проспект Просвещения ,31,nan,Агентство,18000,nan
Квартира-студия,25,1,5,Василеостровская ,16–20,nan,Агентство,35000,nan
3-к. квартира,68,8,10,Площадь А Невского II ,11–15,nan,Агентство,70000,nan
1-к. квартира,50,7,17,Московская ,11–15,nan,Агентство,38000,nan
2-к. квартира,60,3,4,Садовая ,16–20,nan,Агентство,63000,nan
2-к. квартира,74,7,25,Приморская ,16–20,nan,Агентство,50000,nan
Квартира-студия,27,6,23,Звёздная ,21–30,nan,Агентство,25000,nan
1-к. квартира,38,4,18,nan,nan,р-н Красносельский,Агентство,25000,nan
2-к. квартира,57,2,9,Проспект Просвещения ,31,nan,Агентство,35000,nan
1-к. квартира,46,7,8,Чкаловская ,6–10,nan,Агентство,60000,nan
2-к. квартира,70,3,8,Приморская ,21–30,nan,Агентство,60000,nan
2-к. квартира,62,7,13,Лесная ,11–15,nan,Агентство,75000,nan
Квартира-студия,28,5,8,nan,nan,пос. Песочный,Агентство,22000,nan
2-к. квартира,53,11,13,Академическая ,31,nan,Агентство,38500,nan
2-к. квартира,50,7,9,Озерки ,6–10,nan,Агентство,28000,nan
1-к. квартира,32,7,9,Международная ,6–10,nan,Агентство,30500,nan
Квартира-студия,27,6,23,Обухово ,31,nan,Агентство,19000,nan
1-к. квартира,33.2,3,14,nan,nan,пос. Парголово,Агентство,18000,nan
2-к. квартира,70,5,25,Пионерская ,5,nan,Агентство,45000,nan
3-к. квартира,52,19,27,Парнас ,31,nan,Агентство,28000,nan
2-к. квартира,54,12,12,Комендантский проспект ,31,nan,Агентство,54500,nan
1-к. квартира,46,11,11,Площадь А Невского II ,16–20,nan,Агентство,65000,nan
3-к. квартира,150,4,6,Озерки ,11–15,nan,Агентство,80000,nan
2-к. квартира,60,10,25,Старая деревня ,21–30,nan,Агентство,38000,nan
2-к. квартира,65,7,7,Невский проспект ,5,nan,Агентство,55000,nan
1-к. квартира,41.6,12,26,Парнас ,21–30,nan,Агентство,21000,nan
1-к. квартира,37,6,14,Гражданский проспект ,5,nan,Агентство,25000,nan
1-к. квартира,34.9,5,15,nan,nan,р-н Красносельский,Агентство,18000,nan
1-к. квартира,37,3,5,Площадь Мужества ,16–20,nan,Агентство,29000,nan
2-к. квартира,48.2,3,6,Площадь Ленина ,6–10,nan,Агентство,33000,nan
Квартира-студия,50,7,11,Площадь Восстания ,5,nan,Агентство,52000,nan
2-к. квартира,76,8,10,Площадь А Невского II ,16–20,nan,Агентство,80000,nan
1-к. квартира,34,12,15,Проспект Просвещения ,21–30,nan,Агентство,18000,nan
2-к. квартира,55,2,12,Московская ,16–20,nan,Агентство,55000,nan
1-к. квартира,34,16,25,Ладожская ,31,nan,Агентство,24000,nan
2-к. квартира,83.2,13,16,Звёздная ,5,nan,Агентство,45000,nan
3-к. квартира,95,6,10,Беговая ,6–10,nan,Агентство,55000,nan
3-к. квартира,78,5,5,Чёрная речка ,6–10,nan,Агентство,55000,nan
Квартира-студия,22,4,5,Чёрная речка ,11–15,nan,Агентство,22000,nan
Квартира-студия,25,8,12,nan,nan,р-н Красносельский,Агентство,17000,nan
2-к. квартира,68,9,12,Площадь Мужества ,31,nan,Агентство,40000,nan
1-к. квартира,35,1,9,Ленинский проспект ,11–15,nan,Агентство,20000,nan
3-к. квартира,57.4,2,9,Проспект Большевиков ,11–15,nan,Агентство,37000,nan
1-к. квартира,46,3,10,Фрунзенская ,11–15,nan,Агентство,45000,nan
1-к. квартира,49,13,16,Комендантский проспект ,6–10,nan,Агентство,35000,nan
1-к. квартира,30.6,1,5,Парк Победы ,21–30,nan,Агентство,21000,nan
1-к. квартира,45,4,16,Елизаровская ,6–10,nan,Агентство,40000,nan
Апартаменты-студия,25,10,22,Звёздная ,16–20,nan,Агентство,30000,nan
2-к. квартира,60,4,12,Выборгская ,21–30,nan,Агентство,40000,nan
1-к. квартира,40,11,26,Рыбацкое ,31,nan,Агентство,25000,nan
1-к. квартира,50,15,24,Проспект Просвещения ,16–20,nan,Агентство,35000,nan
Апартаменты-студия,15,2,5,Выборгская ,6–10,nan,Агентство,35000,nan
2-к. квартира,60,4,12,Выборгская ,21–30,nan,Агентство,40000,nan
1-к. квартира,40,11,26,Рыбацкое ,31,nan,Агентство,25000,nan
1-к. квартира,50,15,24,Проспект Просвещения ,16–20,nan,Агентство,35000,nan
Квартира-студия,26,6,12,nan,nan,р-н Красносельский,Агентство,17999,nan
Квартира-студия,26,10,22,Гражданский проспект ,31,nan,Агентство,18000,nan
2-к. квартира,60,3,4,Чернышевская ,11–15,nan,Агентство,44000,nan
1-к. квартира,42,15,15,Ладожская ,6–10,nan,Агентство,43000,nan
2-к. апартаменты,70.5,2,7,Адмиралтейская ,16–20,nan,Агентство,180000,nan
Квартира-студия,27,1,4,nan,nan,пос. Шушары,Агентство,15000,nan
1-к. квартира,51.8,10,13,Проспект Ветеранов ,31,nan,Агентство,23000,nan
1-к. квартира,34.8,15,25,nan,nan,р-н Красносельский,Агентство,25000,nan
2-к. квартира,57.9,4,11,Старая деревня ,6–10,nan,Агентство,50000,nan
1-к. квартира,31,1,5,Парк Победы ,21–30,nan,Агентство,28000,nan
3-к. квартира,85,1,14,Проспект Большевиков ,16–20,nan,Агентство,53000,nan
Квартира-студия,25,7,24,Парнас ,16–20,nan,Агентство,22000,nan
Квартира-студия,25,11,20,nan,nan,р-н Красносельский,Агентство,23000,nan
2-к. квартира,55.7,13,16,Автово ,21–30,nan,Агентство,31000,nan
1-к. квартира,36,2,25,Фрунзенская ,6–10,nan,Агентство,45000,nan
4-к. квартира,158,7,8,Петроградская ,11–15,nan,Агентство,195000,nan
2-к. квартира,38,4,15,Звёздная ,16–20,nan,Агентство,38000,nan
2-к. квартира,43,10,10,Василеостровская ,16–20,nan,Агентство,65000,nan
2-к. квартира,51,8,10,Василеостровская ,21–30,nan,Агентство,52000,nan
1-к. квартира,45,2,12,Купчино ,6–10,nan,Агентство,30000,nan
1-к. квартира,37,16,22,Гражданский проспект ,31,nan,Агентство,19000,nan
Квартира-студия,26,5,19,Комендантский проспект ,31,nan,Агентство,23000,nan
4-к. квартира,151,6,6,Электросила ,6–10,nan,Агентство,89000,nan
3-к. квартира,99.4,6,17,Проспект Большевиков ,11–15,nan,Агентство,45000,nan
3-к. квартира,115,5,5,Чернышевская ,21–30,nan,Агентство,130000,nan
4-к. квартира,115,2,7,Крестовский остров ,5,nan,Агентство,230000,nan
3-к. квартира,100,6,25,Площадь Ленина ,11–15,nan,Агентство,58000,nan
Квартира-студия,24.7,10,12,Парк Победы ,21–30,nan,Агентство,30000,nan
1-к. квартира,33,9,17,Звёздная ,21–30,nan,Агентство,28000,nan
1-к. квартира,38,6,9,Проспект Большевиков ,31,nan,Агентство,22000,nan
Апартаменты-студия,20,6,10,Лиговский проспект ,6–10,nan,Агентство,43200,nan
2-к. квартира,56,9,24,Площадь Мужества ,21–30,nan,Агентство,45000,nan
3-к. квартира,65,1,5,Московская ,6–10,nan,Агентство,60000,nan
1-к. квартира,38,5,24,Московская ,16–20,nan,Агентство,45000,nan
1-к. квартира,38,12,18,Девяткино ,21–30,nan,Агентство,23000,nan
3-к. квартира,197,8,9,Чернышевская ,16–20,nan,Агентство,250000,nan
3-к. квартира,107,10,12,Чкаловская ,5,nan,Агентство,140000,nan
